"","Gene","module"
"g55967","g55967",1
"g55964","g55964",2
"adi2mcaRNA21168_R0","adi2mcaRNA21168_R0",1
"g57810","g57810",4
"g49954","g49954",3
"g49952","g49952",1
"g49953","g49953",1
"g64468","g64468",0
"g64467","g64467",5
"g64465","g64465",0
"g64464","g64464",2
"g18458","g18458",5
"g40722","g40722",0
"g40720","g40720",2
"g34980","g34980",0
"adi2mcaRNA25556_R3","adi2mcaRNA25556_R3",0
"g43039","g43039",0
"g43037","g43037",0
"g43036","g43036",0
"g43034","g43034",0
"g43032","g43032",4
"g43031","g43031",1
"g43030","g43030",4
"adi2mcaRNA33014_R0","adi2mcaRNA33014_R0",1
"adi2mcaRNA1984_R1","adi2mcaRNA1984_R1",5
"g30053","g30053",0
"adi2mcaRNA34517_R0","adi2mcaRNA34517_R0",1
"adi2mcaRNA23564_R8","adi2mcaRNA23564_R8",9
"g70786","g70786",2
"adi2mcaRNA41564_R0","adi2mcaRNA41564_R0",2
"g28529","g28529",1
"g28521","g28521",0
"g28526","g28526",0
"g30050","g30050",1
"g38356","g38356",10
"g38358","g38358",4
"adi2mcaRNA11479_R0","adi2mcaRNA11479_R0",0
"g31989","g31989",1
"g42811","g42811",1
"g30581","g30581",2
"g30583","g30583",1
"g30589","g30589",6
"g30588","g30588",5
"g23534","g23534",0
"g23535","g23535",2
"adi2mcaRNA18764_R0","adi2mcaRNA18764_R0",0
"g36295","g36295",5
"g36290","g36290",1
"adi2mcaRNA11403_R0","adi2mcaRNA11403_R0",1
"g30634","g30634",0
"adi2mcaRNA10252_R8","adi2mcaRNA10252_R8",5
"g35357","g35357",0
"adi2mcaRNA10252_R6","adi2mcaRNA10252_R6",4
"g36741","g36741",0
"g36740","g36740",2
"g36747","g36747",1
"g60154","g60154",8
"g17271","g17271",0
"g64812","g64812",2
"g64810","g64810",1
"g64811","g64811",0
"g37687","g37687",1
"adi2mcaRNA15145_R1","adi2mcaRNA15145_R1",1
"g31214","g31214",0
"g31210","g31210",0
"g31219","g31219",5
"g27538","g27538",1
"g57003","g57003",0
"g27530","g27530",2
"g27534","g27534",0
"g27536","g27536",4
"adi2mcaRNA5987_R0","adi2mcaRNA5987_R0",2
"g56128","g56128",3
"g2188","g2188",3
"g34665","g34665",6
"g21260","g21260",0
"g21269","g21269",0
"adi2mcaRNA2517_R0","adi2mcaRNA2517_R0",1
"g24371","g24371",2
"g24370","g24370",2
"g24378","g24378",5
"g9564","g9564",2
"adi2mcaRNA16857_R0","adi2mcaRNA16857_R0",2
"g26281","g26281",0
"g26283","g26283",1
"g26282","g26282",1
"g21486","g21486",0
"g21484","g21484",6
"g21481","g21481",8
"g25396","g25396",9
"g25394","g25394",9
"g25395","g25395",9
"g25393","g25393",9
"g12350","g12350",1
"g12351","g12351",1
"g12352","g12352",5
"g25399","g25399",2
"g27881","g27881",6
"g27882","g27882",4
"adi2mcaRNA3964_R1","adi2mcaRNA3964_R1",4
"g27884","g27884",0
"g27887","g27887",1
"g27888","g27888",8
"g27889","g27889",2
"g60904","g60904",7
"g58094","g58094",1
"g58096","g58096",1
"g60900","g60900",0
"g58092","g58092",1
"adi2mcaRNA36659_R0","adi2mcaRNA36659_R0",0
"g4051","g4051",1
"g3006","g3006",1
"adi2mcaRNA30185_R0","adi2mcaRNA30185_R0",2
"g54890","g54890",0
"g54893","g54893",6
"g54896","g54896",1
"g56948","g56948",0
"g31852","g31852",1
"adi2mcaRNA29460_R0","adi2mcaRNA29460_R0",4
"g33265","g33265",1
"g31853","g31853",0
"g11196","g11196",1
"g11195","g11195",3
"g11193","g11193",8
"adi2mcaRNA6126_R0","adi2mcaRNA6126_R0",0
"adi2mcaRNA35582_R0","adi2mcaRNA35582_R0",1
"g10245","g10245",3
"g10246","g10246",4
"g10247","g10247",4
"g10242","g10242",3
"g31858","g31858",0
"g35079","g35079",1
"g63345","g63345",7
"g29298","g29298",1
"g48082","g48082",2
"g15992","g15992",0
"g15994","g15994",0
"g1571","g1571",7
"g1573","g1573",0
"g57646","g57646",0
"g39179","g39179",0
"g39178","g39178",0
"g17736","g17736",1
"adi2mcaRNA5502_R0","adi2mcaRNA5502_R0",0
"g7933","g7933",1
"g7932","g7932",4
"adi2mcaRNA2960_R0","adi2mcaRNA2960_R0",0
"g18738","g18738",1
"g55602","g55602",0
"g66994","g66994",1
"g55306","g55306",5
"g51419","g51419",2
"g51413","g51413",2
"g51411","g51411",1
"g51417","g51417",1
"g7061","g7061",1
"g38621","g38621",4
"g7063","g7063",0
"g13127","g13127",2
"g13120","g13120",1
"g18270","g18270",2
"g12651","g12651",5
"g15609","g15609",1
"g46067","g46067",0
"g46064","g46064",0
"adi2mcaRNA30890_R0","adi2mcaRNA30890_R0",5
"g32476","g32476",1
"g32478","g32478",0
"adi2mcaRNA12975_R0","adi2mcaRNA12975_R0",0
"g2054","g2054",1
"g46397","g46397",0
"g46399","g46399",1
"adi2mcaRNA19686_R0","adi2mcaRNA19686_R0",0
"adi2mcaRNA19686_R5","adi2mcaRNA19686_R5",0
"g14554","g14554",0
"g14556","g14556",1
"g42488","g42488",2
"g50717","g50717",0
"adi2mcaRNA8809_R0","adi2mcaRNA8809_R0",1
"g66766","g66766",0
"g19602","g19602",0
"g19600","g19600",1
"g46342","g46342",0
"adi2mcaRNA3796_R3","adi2mcaRNA3796_R3",3
"g41750","g41750",5
"g42221","g42221",7
"g41410","g41410",1
"g34959","g34959",4
"g34950","g34950",0
"g34956","g34956",0
"g34954","g34954",2
"g34955","g34955",2
"adi2mcaRNA31771_R0","adi2mcaRNA31771_R0",0
"g2153","g2153",0
"g45526","g45526",0
"adi2mcaRNA15616_R1","adi2mcaRNA15616_R1",2
"g15292","g15292",1
"g64698","g64698",0
"adi2mcaRNA1568_R4","adi2mcaRNA1568_R4",3
"g30019","g30019",1
"g36888","g36888",3
"g36889","g36889",0
"g36881","g36881",2
"g36886","g36886",1
"g36885","g36885",2
"g48410","g48410",0
"g28194","g28194",1
"g28152","g28152",2
"g62693","g62693",3
"g62691","g62691",1
"adi2mcaRNA37176_R1","adi2mcaRNA37176_R1",0
"g52818","g52818",6
"g28159","g28159",0
"g29247","g29247",2
"g31821","g31821",3
"g29248","g29248",6
"g28853","g28853",0
"adi2mcaRNA8957_R0","adi2mcaRNA8957_R0",1
"g37373","g37373",0
"g37372","g37372",5
"g62036","g62036",0
"g62037","g62037",0
"g38602","g38602",0
"g44889","g44889",6
"adi2mcaRNA29692_R3","adi2mcaRNA29692_R3",0
"g34533","g34533",2
"adi2mcaRNA27795_R0","adi2mcaRNA27795_R0",0
"g12398","g12398",2
"g63631","g63631",0
"g12399","g12399",1
"g24558","g24558",0
"adi2mcaRNA21332_R4","adi2mcaRNA21332_R4",4
"g9301","g9301",1
"g51624","g51624",1
"g57155","g57155",3
"g57157","g57157",3
"g57150","g57150",1
"adi2mcaRNA26115_R7","adi2mcaRNA26115_R7",1
"adi2mcaRNA23244_R1","adi2mcaRNA23244_R1",1
"adi2mcaRNA11090_R0","adi2mcaRNA11090_R0",2
"g69403","g69403",1
"g69406","g69406",1
"g69407","g69407",1
"g69405","g69405",0
"g61671","g61671",1
"g61670","g61670",1
"g61673","g61673",0
"g61679","g61679",2
"g65956","g65956",2
"g52052","g52052",5
"g52057","g52057",0
"g52055","g52055",1
"g52054","g52054",2
"adi2mcaRNA13338_R0","adi2mcaRNA13338_R0",0
"g51654","g51654",1
"g56724","g56724",0
"g53494","g53494",3
"adi2mcaRNA8976_R0","adi2mcaRNA8976_R0",2
"adi2mcaRNA25351_R0","adi2mcaRNA25351_R0",0
"g24236","g24236",5
"g24237","g24237",1
"g24238","g24238",0
"adi2mcaRNA25758_R0","adi2mcaRNA25758_R0",5
"g26560","g26560",8
"g26563","g26563",0
"g26564","g26564",1
"g26565","g26565",4
"g4245","g4245",2
"g44025","g44025",0
"g11014","g11014",0
"g5111","g5111",1
"g5110","g5110",1
"g5115","g5115",3
"g5119","g5119",0
"g43515","g43515",1
"g43516","g43516",0
"g33573","g33573",2
"g39693","g39693",3
"g39691","g39691",2
"g39696","g39696",3
"g39694","g39694",0
"g39699","g39699",4
"adi2mcaRNA14640_R0","adi2mcaRNA14640_R0",2
"g6498","g6498",0
"g6490","g6490",4
"g15818","g15818",3
"g18824","g18824",1
"g39034","g39034",0
"g39030","g39030",2
"g39031","g39031",0
"g23494","g23494",4
"g35550","g35550",5
"g35553","g35553",0
"g35554","g35554",0
"g35557","g35557",5
"g32780","g32780",0
"g32783","g32783",4
"g32785","g32785",1
"g30315","g30315",5
"g19061","g19061",4
"g1495","g1495",2
"g1493","g1493",1
"g47983","g47983",4
"g47982","g47982",2
"g47981","g47981",8
"g14851","g14851",1
"g47989","g47989",1
"g19399","g19399",4
"g37579","g37579",4
"g37578","g37578",5
"g38789","g38789",2
"g38786","g38786",2
"g33668","g33668",1
"g33664","g33664",0
"g33666","g33666",0
"g33661","g33661",1
"g33662","g33662",0
"g60662","g60662",4
"g51505","g51505",1
"g66847","g66847",3
"g15037","g15037",2
"g3775","g3775",1
"adi2mcaRNA27289_R0","adi2mcaRNA27289_R0",4
"g23292","g23292",6
"g32204","g32204",1
"g32201","g32201",5
"g32202","g32202",0
"g35960","g35960",0
"g35961","g35961",0
"g35962","g35962",1
"g35963","g35963",2
"g35966","g35966",0
"g35968","g35968",2
"adi2mcaRNA10017_R1","adi2mcaRNA10017_R1",1
"g49156","g49156",2
"adi2mcaRNA11698_R0","adi2mcaRNA11698_R0",0
"g70469","g70469",0
"g21633","g21633",1
"g21635","g21635",2
"g21634","g21634",0
"g55961","g55961",1
"adi2mcaRNA41113_R1","adi2mcaRNA41113_R1",2
"g55965","g55965",1
"adi2mcaRNA19725_R7","adi2mcaRNA19725_R7",5
"g35000","g35000",0
"g71416","g71416",0
"g71417","g71417",0
"g46217","g46217",2
"g35006","g35006",4
"adi2mcaRNA32623_R0","adi2mcaRNA32623_R0",3
"g28240","g28240",5
"adi2mcaRNA25747_R0","adi2mcaRNA25747_R0",1
"g11251","g11251",0
"adi2mcaRNA14954_R0","adi2mcaRNA14954_R0",2
"adi2mcaRNA1995_R3","adi2mcaRNA1995_R3",5
"g68714","g68714",1
"g15718","g15718",7
"adi2mcaRNA6366_R1","adi2mcaRNA6366_R1",1
"g46213","g46213",2
"g59988","g59988",1
"g59989","g59989",0
"g59987","g59987",2
"g9926","g9926",7
"g59981","g59981",0
"g59982","g59982",8
"g59983","g59983",0
"g66309","g66309",8
"adi2mcaRNA17199_R0","adi2mcaRNA17199_R0",5
"g10613","g10613",4
"g10612","g10612",0
"g10611","g10611",1
"g10610","g10610",2
"g24450","g24450",0
"g60464","g60464",0
"g60463","g60463",1
"g63845","g63845",0
"g63846","g63846",0
"g63847","g63847",4
"g61632","g61632",0
"g63849","g63849",1
"g35272","g35272",0
"g60791","g60791",0
"g1923","g1923",0
"g1927","g1927",2
"g60797","g60797",0
"g35274","g35274",0
"adi2mcaRNA12486_R0","adi2mcaRNA12486_R0",0
"adi2mcaRNA12486_R1","adi2mcaRNA12486_R1",0
"g45833","g45833",1
"g35277","g35277",3
"g20220","g20220",10
"g20222","g20222",0
"g20225","g20225",0
"g20224","g20224",1
"g20226","g20226",0
"g52530","g52530",0
"g54268","g54268",1
"g54269","g54269",1
"adi2mcaRNA23574_R0","adi2mcaRNA23574_R0",1
"g26852","g26852",2
"g36419","g36419",1
"adi2mcaRNA20119_R1","adi2mcaRNA20119_R1",0
"g12442","g12442",3
"g26538","g26538",0
"g50390","g50390",3
"g4767","g4767",1
"g50398","g50398",1
"g58565","g58565",0
"g58569","g58569",1
"g3536","g3536",4
"g3531","g3531",0
"g51370","g51370",4
"g15238","g15238",1
"g15239","g15239",1
"g55610","g55610",2
"g55613","g55613",0
"g11939","g11939",1
"g11938","g11938",1
"adi2mcaRNA7919_R1","adi2mcaRNA7919_R1",1
"g49482","g49482",2
"g49488","g49488",5
"g49489","g49489",2
"g68041","g68041",0
"g58494","g58494",0
"adi2mcaRNA22584_R0","adi2mcaRNA22584_R0",3
"g58496","g58496",1
"g1263","g1263",0
"g41644","g41644",1
"g1267","g1267",0
"adi2mcaRNA7124_R1","adi2mcaRNA7124_R1",1
"g29253","g29253",2
"adi2mcaRNA35333_R9","adi2mcaRNA35333_R9",0
"adi2mcaRNA17800_R1","adi2mcaRNA17800_R1",2
"adi2mcaRNA25870_R0","adi2mcaRNA25870_R0",0
"adi2mcaRNA30060_R3","adi2mcaRNA30060_R3",5
"g43305","g43305",6
"g43301","g43301",2
"g43303","g43303",6
"g28251","g28251",0
"g65481","g65481",1
"g28257","g28257",5
"g44829","g44829",2
"g44820","g44820",4
"g70700","g70700",1
"g44827","g44827",0
"g70704","g70704",1
"g18983","g18983",1
"g18981","g18981",0
"g18987","g18987",1
"adi2mcaRNA1589_R8","adi2mcaRNA1589_R8",1
"g18989","g18989",6
"g47558","g47558",0
"g47559","g47559",3
"g47550","g47550",1
"g47551","g47551",6
"g47552","g47552",0
"g59716","g59716",0
"g10386","g10386",1
"g41680","g41680",4
"g71046","g71046",2
"adi2mcaRNA15625_R0","adi2mcaRNA15625_R0",1
"g7881","g7881",6
"adi2mcaRNA2015_R0","adi2mcaRNA2015_R0",0
"adi2mcaRNA2015_R1","adi2mcaRNA2015_R1",0
"adi2mcaRNA27872_R0","adi2mcaRNA27872_R0",0
"g59052","g59052",3
"adi2mcaRNA20406_R1","adi2mcaRNA20406_R1",0
"adi2mcaRNA20406_R0","adi2mcaRNA20406_R0",0
"g16244","g16244",2
"g19210","g19210",0
"g19212","g19212",0
"g19219","g19219",1
"g16248","g16248",0
"g23822","g23822",2
"g23823","g23823",0
"g23821","g23821",0
"g23827","g23827",0
"g23824","g23824",0
"g23825","g23825",1
"adi2mcaRNA8638_R0","adi2mcaRNA8638_R0",1
"g22442","g22442",8
"g22447","g22447",0
"g22444","g22444",1
"g27725","g27725",0
"adi2mcaRNA4092_R0","adi2mcaRNA4092_R0",1
"g27724","g27724",9
"g27727","g27727",0
"g27723","g27723",0
"g25871","g25871",3
"adi2mcaRNA14618_R4","adi2mcaRNA14618_R4",0
"g18167","g18167",1
"g41047","g41047",1
"g18169","g18169",0
"g41049","g41049",0
"g51699","g51699",0
"adi2mcaRNA37566_R0","adi2mcaRNA37566_R0",3
"g71273","g71273",0
"g71274","g71274",0
"g44931","g44931",0
"g67361","g67361",1
"g67360","g67360",0
"g67362","g67362",0
"g67368","g67368",0
"g41284","g41284",0
"adi2mcaRNA4135_R0","adi2mcaRNA4135_R0",1
"g41285","g41285",1
"g46404","g46404",6
"g46407","g46407",4
"g46406","g46406",6
"g46400","g46400",1
"g32015","g32015",7
"g32013","g32013",1
"g32012","g32012",0
"g48538","g48538",0
"g48530","g48530",0
"g48536","g48536",5
"g48534","g48534",0
"g24041","g24041",1
"g24040","g24040",0
"g24042","g24042",2
"g24045","g24045",1
"g24044","g24044",2
"g24046","g24046",0
"g28938","g28938",1
"g67982","g67982",9
"g28935","g28935",1
"g60064","g60064",0
"g67989","g67989",2
"g28932","g28932",1
"g60537","g60537",3
"g59360","g59360",0
"adi2mcaRNA4770_R6","adi2mcaRNA4770_R6",1
"g3961","g3961",2
"g4818","g4818",4
"adi2mcaRNA1407_R0","adi2mcaRNA1407_R0",1
"adi2mcaRNA9764_R0","adi2mcaRNA9764_R0",1
"g13408","g13408",0
"g25318","g25318",0
"g25317","g25317",3
"adi2mcaRNA9828_R0","adi2mcaRNA9828_R0",0
"g27808","g27808",0
"g27809","g27809",9
"g22839","g22839",6
"g22831","g22831",1
"g22837","g22837",0
"g22834","g22834",1
"g22835","g22835",1
"adi2mcaRNA12031_R0","adi2mcaRNA12031_R0",5
"g56319","g56319",5
"g60980","g60980",0
"g3085","g3085",1
"g3082","g3082",0
"g3080","g3080",2
"adi2mcaRNA24840_R0","adi2mcaRNA24840_R0",0
"g35255","g35255",0
"adi2mcaRNA17384_R8","adi2mcaRNA17384_R8",0
"g62726","g62726",0
"g62727","g62727",0
"g62725","g62725",0
"g12934","g12934",2
"g62729","g62729",2
"adi2mcaRNA24815_R0","adi2mcaRNA24815_R0",3
"adi2mcaRNA41398_R0","adi2mcaRNA41398_R0",1
"g5365","g5365",0
"g66110","g66110",1
"g66112","g66112",2
"g66114","g66114",0
"g9810","g9810",2
"g9811","g9811",0
"g9814","g9814",0
"g9815","g9815",2
"g45333","g45333",0
"adi2mcaRNA17305_R5","adi2mcaRNA17305_R5",1
"g67646","g67646",0
"g67640","g67640",0
"g42006","g42006",6
"g55078","g55078",5
"g10420","g10420",1
"g10421","g10421",1
"g51946","g51946",2
"g58843","g58843",1
"g58844","g58844",4
"g58845","g58845",4
"g54383","g54383",1
"adi2mcaRNA37884_R1","adi2mcaRNA37884_R1",5
"g23303","g23303",8
"g54030","g54030",3
"g54034","g54034",1
"g50723","g50723",1
"g50721","g50721",1
"g50727","g50727",0
"g50724","g50724",0
"g8637","g8637",0
"adi2mcaRNA35770_R1","adi2mcaRNA35770_R1",1
"g8631","g8631",2
"g15689","g15689",2
"g15680","g15680",0
"g7603","g7603",0
"g53560","g53560",1
"g53564","g53564",1
"g41209","g41209",2
"g4550","g4550",1
"g49072","g49072",1
"g49074","g49074",0
"g49078","g49078",1
"g30580","g30580",0
"g44588","g44588",2
"g44589","g44589",0
"g45343","g45343",2
"g55800","g55800",10
"g55803","g55803",6
"g55806","g55806",1
"adi2mcaRNA26617_R2","adi2mcaRNA26617_R2",4
"adi2mcaRNA5415_R0","adi2mcaRNA5415_R0",1
"g69404","g69404",1
"g45184","g45184",2
"g45186","g45186",2
"g45181","g45181",3
"g45183","g45183",1
"g45188","g45188",0
"g1383","g1383",3
"g30096","g30096",0
"g43172","g43172",0
"g43173","g43173",1
"g30098","g30098",2
"g1648","g1648",0
"g809","g809",0
"g65077","g65077",2
"g65075","g65075",4
"g65073","g65073",0
"g65072","g65072",9
"g65079","g65079",1
"g65078","g65078",2
"g33180","g33180",3
"adi2mcaRNA28965_R0","adi2mcaRNA28965_R0",1
"g41997","g41997",0
"g27564","g27564",6
"g42607","g42607",1
"g33544","g33544",2
"g33545","g33545",0
"g33546","g33546",1
"g33543","g33543",0
"g6562","g6562",1
"g6561","g6561",1
"g28773","g28773",4
"g28772","g28772",0
"g28771","g28771",0
"g38098","g38098",0
"g37044","g37044",1
"g38093","g38093",10
"g37040","g37040",1
"g37042","g37042",0
"g30636","g30636",2
"g38549","g38549",0
"g38548","g38548",0
"g29796","g29796",0
"g29794","g29794",0
"g29795","g29795",4
"g49893","g49893",1
"g66448","g66448",2
"g36399","g36399",1
"g46961","g46961",4
"g36024","g36024",0
"g36020","g36020",0
"g9387","g9387",1
"adi2mcaRNA3327_R0","adi2mcaRNA3327_R0",0
"g28905","g28905",1
"g17531","g17531",0
"g60724","g60724",2
"g25937","g25937",1
"g25934","g25934",1
"g25930","g25930",4
"g25931","g25931",5
"g50386","g50386",4
"adi2mcaRNA7477_R0","adi2mcaRNA7477_R0",0
"g61947","g61947",0
"g60364","g60364",1
"g25680","g25680",2
"g25683","g25683",4
"g25687","g25687",1
"g61757","g61757",0
"g10901","g10901",8
"g50383","g50383",2
"adi2mcaRNA7627_R0","adi2mcaRNA7627_R0",0
"adi2mcaRNA34164_R5","adi2mcaRNA34164_R5",4
"g60153","g60153",0
"g64064","g64064",1
"g64062","g64062",6
"g21303","g21303",1
"g26653","g26653",5
"g50389","g50389",3
"g13947","g13947",1
"g13943","g13943",1
"adi2mcaRNA26073_R0","adi2mcaRNA26073_R0",0
"g12014","g12014",2
"adi2mcaRNA28905_R1","adi2mcaRNA28905_R1",0
"adi2mcaRNA28905_R0","adi2mcaRNA28905_R0",0
"adi2mcaRNA13578_R0","adi2mcaRNA13578_R0",2
"g25101","g25101",1
"g55279","g55279",1
"g5440","g5440",0
"g59120","g59120",0
"g59121","g59121",2
"adi2mcaRNA4305_R0","adi2mcaRNA4305_R0",0
"adi2mcaRNA27920_R1","adi2mcaRNA27920_R1",1
"adi2mcaRNA27920_R0","adi2mcaRNA27920_R0",1
"g5195","g5195",0
"g41344","g41344",6
"g44804","g44804",2
"g41342","g41342",1
"g11098","g11098",1
"g53179","g53179",0
"g53178","g53178",0
"g53176","g53176",4
"g3425","g3425",0
"g68940","g68940",0
"g54994","g54994",8
"g54995","g54995",0
"g61849","g61849",2
"g54990","g54990",1
"g61842","g61842",2
"g3421","g3421",0
"g61844","g61844",1
"g68491","g68491",0
"g11634","g11634",0
"g1634","g1634",0
"g11631","g11631",1
"g11639","g11639",1
"g15614","g15614",3
"g1651","g1651",6
"g31333","g31333",5
"g44374","g44374",5
"g17676","g17676",2
"g17678","g17678",0
"g17679","g17679",1
"adi2mcaRNA27180_R0","adi2mcaRNA27180_R0",1
"adi2mcaRNA30021_R0","adi2mcaRNA30021_R0",2
"g31336","g31336",7
"g68233","g68233",0
"g68200","g68200",1
"g60002","g60002",2
"g3900","g3900",2
"g6368","g6368",2
"g6367","g6367",2
"g15610","g15610",7
"g15611","g15611",5
"g7102","g7102",1
"g7101","g7101",0
"g7104","g7104",0
"g7105","g7105",2
"g13003","g13003",1
"g13002","g13002",1
"g16078","g16078",3
"g13008","g13008",6
"g18333","g18333",8
"g60992","g60992",0
"g54176","g54176",8
"g60990","g60990",0
"g54171","g54171",8
"g18684","g18684",0
"g60996","g60996",2
"adi2mcaRNA35119_R0","adi2mcaRNA35119_R0",1
"g38700","g38700",4
"g23161","g23161",4
"g4459","g4459",0
"g16693","g16693",1
"adi2mcaRNA36153_R1","adi2mcaRNA36153_R1",2
"adi2mcaRNA36153_R0","adi2mcaRNA36153_R0",2
"adi2mcaRNA24656_R0","adi2mcaRNA24656_R0",1
"g56120","g56120",0
"g46293","g46293",1
"g32288","g32288",0
"g32289","g32289",1
"g32284","g32284",0
"g32286","g32286",2
"g32287","g32287",0
"g32280","g32280",3
"g32282","g32282",2
"adi2mcaRNA28149_R0","adi2mcaRNA28149_R0",0
"adi2mcaRNA22237_R0","adi2mcaRNA22237_R0",1
"g31826","g31826",2
"adi2mcaRNA23535_R0","adi2mcaRNA23535_R0",2
"g23748","g23748",0
"g31399","g31399",0
"g31398","g31398",1
"g44425","g44425",3
"g41412","g41412",3
"g44427","g44427",4
"g44426","g44426",3
"g44421","g44421",0
"adi2mcaRNA24715_R0","adi2mcaRNA24715_R0",0
"g18868","g18868",3
"g43819","g43819",4
"g64261","g64261",0
"g64262","g64262",0
"g18691","g18691",1
"g18690","g18690",0
"g18865","g18865",3
"adi2mcaRNA12571_R0","adi2mcaRNA12571_R0",0
"g62732","g62732",2
"g40433","g40433",1
"g40431","g40431",2
"g1171","g1171",0
"g28500","g28500",0
"g24120","g24120",0
"g62956","g62956",0
"adi2mcaRNA12434_R0","adi2mcaRNA12434_R0",0
"g28632","g28632",0
"adi2mcaRNA39968_R0","adi2mcaRNA39968_R0",2
"g70369","g70369",1
"g29322","g29322",0
"g29321","g29321",0
"g29325","g29325",4
"g29328","g29328",2
"g37238","g37238",0
"g37230","g37230",4
"g37231","g37231",0
"g10120","g10120",1
"g10123","g10123",1
"g15068","g15068",1
"g24984","g24984",0
"g24985","g24985",8
"g24982","g24982",0
"g24989","g24989",6
"adi2mcaRNA9787_R1","adi2mcaRNA9787_R1",8
"adi2mcaRNA4534_R0","adi2mcaRNA4534_R0",0
"g44147","g44147",1
"g68066","g68066",4
"adi2mcaRNA38811_R7","adi2mcaRNA38811_R7",0
"adi2mcaRNA37297_R1","adi2mcaRNA37297_R1",5
"adi2mcaRNA33003_R0","adi2mcaRNA33003_R0",0
"g24287","g24287",8
"g67295","g67295",1
"g67297","g67297",0
"g67296","g67296",2
"g67291","g67291",0
"g67292","g67292",0
"g67298","g67298",4
"g69522","g69522",0
"adi2mcaRNA14719_R0","adi2mcaRNA14719_R0",0
"g24373","g24373",0
"g24372","g24372",2
"g35083","g35083",6
"g50407","g50407",3
"g71128","g71128",6
"g48846","g48846",1
"g71129","g71129",0
"g50409","g50409",0
"g2190","g2190",0
"g2191","g2191",1
"g71126","g71126",2
"g9569","g9569",1
"g71123","g71123",1
"g53758","g53758",0
"g9829","g9829",3
"g9828","g9828",0
"g20840","g20840",3
"g24171","g24171",2
"g4693","g4693",5
"g35085","g35085",4
"g48152","g48152",0
"g53582","g53582",1
"g3313","g3313",6
"g3312","g3312",1
"g3317","g3317",6
"g3316","g3316",2
"g3315","g3315",0
"g3314","g3314",1
"adi2mcaRNA20238_R0","adi2mcaRNA20238_R0",0
"g52803","g52803",7
"g45712","g45712",3
"g5872","g5872",0
"g66392","g66392",0
"adi2mcaRNA32535_R0","adi2mcaRNA32535_R0",0
"g14107","g14107",4
"g14106","g14106",0
"adi2mcaRNA8293_R0","adi2mcaRNA8293_R0",0
"g54568","g54568",0
"g59538","g59538",1
"g39486","g39486",2
"g54326","g54326",0
"g5259","g5259",0
"g46751","g46751",0
"g46750","g46750",0
"adi2mcaRNA30786_R0","adi2mcaRNA30786_R0",0
"g14816","g14816",0
"g25392","g25392",1
"adi2mcaRNA1064_R1","adi2mcaRNA1064_R1",2
"g17146","g17146",1
"g6752","g6752",0
"g35183","g35183",4
"g35180","g35180",0
"g35187","g35187",3
"g35184","g35184",2
"g35185","g35185",1
"g34852","g34852",0
"g381","g381",2
"g385","g385",1
"g1409","g1409",2
"g34584","g34584",4
"g1404","g1404",0
"g1401","g1401",2
"g26490","g26490",2
"adi2mcaRNA35378_R0","adi2mcaRNA35378_R0",6
"g69880","g69880",0
"g52071","g52071",5
"g52070","g52070",3
"g52075","g52075",0
"g52077","g52077",1
"g22618","g22618",1
"g16527","g16527",1
"g22617","g22617",0
"g29120","g29120",0
"g57151","g57151",1
"g22111","g22111",0
"g13633","g13633",0
"g13638","g13638",0
"g19290","g19290",0
"g19292","g19292",0
"g58091","g58091",1
"g58090","g58090",2
"adi2mcaRNA35252_R0","adi2mcaRNA35252_R0",0
"adi2mcaRNA34775_R1","adi2mcaRNA34775_R1",0
"g37742","g37742",1
"g37740","g37740",0
"g37741","g37741",0
"adi2mcaRNA16314_R0","adi2mcaRNA16314_R0",0
"g67651","g67651",1
"g4862","g4862",1
"g4863","g4863",0
"g67653","g67653",4
"g4867","g4867",1
"adi2mcaRNA23476_R1","adi2mcaRNA23476_R1",2
"g67658","g67658",0
"g56322","g56322",0
"g15779","g15779",1
"g47560","g47560",1
"g48690","g48690",2
"g31744","g31744",1
"g8622","g8622",4
"g31746","g31746",2
"g31747","g31747",6
"g31743","g31743",0
"g27639","g27639",4
"g27636","g27636",4
"g46481","g46481",0
"g46482","g46482",0
"g66611","g66611",0
"adi2mcaRNA15118_R0","adi2mcaRNA15118_R0",0
"g67909","g67909",1
"g1591","g1591",0
"g67903","g67903",3
"g67902","g67902",2
"g21109","g21109",7
"g70504","g70504",1
"g35939","g35939",1
"g47753","g47753",0
"g47750","g47750",2
"g47754","g47754",0
"g47755","g47755",0
"g43661","g43661",0
"g43665","g43665",0
"g33875","g33875",1
"g33876","g33876",9
"g33870","g33870",0
"g33873","g33873",2
"g33879","g33879",2
"g1595","g1595",1
"g21743","g21743",2
"g55062","g55062",0
"g37239","g37239",4
"g65939","g65939",0
"g64765","g64765",1
"g64766","g64766",7
"g64760","g64760",3
"g64763","g64763",0
"g64768","g64768",4
"g47409","g47409",1
"g29389","g29389",0
"g29388","g29388",0
"adi2mcaRNA38979_R0","adi2mcaRNA38979_R0",1
"g1496","g1496",2
"g46902","g46902",1
"g46903","g46903",3
"g37232","g37232",0
"g54895","g54895",6
"g53885","g53885",0
"g54894","g54894",6
"g56243","g56243",1
"g65415","g65415",0
"g65411","g65411",1
"g53881","g53881",2
"g65418","g65418",1
"adi2mcaRNA7280_R1","adi2mcaRNA7280_R1",1
"g1492","g1492",1
"g15155","g15155",1
